,Avg Temperature,Accident Count,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Predicted
2018-09-25,10.5,22,0,1,0,0,0,0,0,16.990869704858127
2018-09-24,8.75,15,1,0,0,0,0,0,0,15.601156099777555
2018-09-23,3.3,16,0,0,0,0,0,0,1,10.751166695645901
2018-09-22,-0.15,15,0,0,0,0,0,1,0,15.033203181613539
2018-09-21,2.8,23,0,0,0,0,1,0,0,20.74062778939944
2018-09-20,5.05,23,0,0,0,1,0,0,0,18.20086412781638
2018-09-19,7.4,12,0,0,1,0,0,0,0,18.2332516358794
2018-09-18,4.8,19,0,1,0,0,0,0,0,18.23974648716699
2018-09-17,6.9,17,1,0,0,0,0,0,0,16.006493301053236
2018-09-16,2.54,15,0,0,0,0,0,0,1,10.91768359995375
2018-09-15,3.45,8,0,0,0,0,0,1,0,14.24443889805005
2018-09-14,1.1,13,0,0,0,0,1,0,0,21.113099812193312
2018-09-13,0.25,11,0,0,0,1,0,0,0,19.25254983923437
2018-09-12,4.14,14,0,0,1,0,0,0,0,18.94752151488412
2018-09-11,10.8,31,0,1,0,0,0,0,0,16.925139347894504
2018-09-10,11.6,22,1,0,0,0,0,0,0,14.976717708623125
2018-09-09,13.0,7,0,0,0,0,0,0,1,8.625885153822054
2018-09-08,16.29,13,0,0,0,0,0,1,0,11.431179620006935
2018-09-07,17.64,28,0,0,0,0,1,0,0,17.489166131598832
2018-09-06,14.45,24,0,0,0,1,0,0,0,16.14131294295616
2018-09-05,12.0,22,0,0,1,0,0,0,0,17.225386162437164
2018-09-04,9.75,14,0,1,0,0,0,0,0,17.155195597267188
2018-09-03,11.15,8,1,0,0,0,0,0,0,15.07531324406856
2018-09-02,12.6,10,0,0,0,0,0,0,1,8.713525629773553
2018-09-01,11.64,15,0,0,0,0,0,1,0,12.45000015294311
2018-08-31,13.2,24,0,0,0,0,1,0,0,18.46197541466047
2018-08-30,14.3,20,0,0,0,1,0,0,0,16.17417812143797
2018-08-29,15.64,15,0,0,1,0,0,0,0,16.427857831278526
2018-08-28,11.95,15,0,1,0,0,0,0,0,16.673172979533945
2018-08-27,9.3,18,1,0,0,0,0,0,0,15.480650445344242
2018-08-26,13.95,13,0,0,0,0,0,0,1,8.417739023437244
2018-08-25,12.8,9,0,0,0,0,0,1,0,12.195842772683763
2018-08-24,12.39,21,0,0,0,0,1,0,0,18.639447378462254
2018-08-23,19.35,12,0,0,0,1,0,0,0,15.067717112550296
2018-08-22,20.54,20,0,0,1,0,0,0,0,15.354262000872664
2018-08-21,15.95,25,0,1,0,0,0,0,0,15.796768220018956
2018-08-20,14.95,11,1,0,0,0,0,0,0,14.242728722529321
2018-08-19,11.7,6,0,0,0,0,0,0,1,8.910716700664425
2018-08-18,13.45,9,0,0,0,0,0,1,0,12.053426999262577
2018-08-17,20.0,18,0,0,0,0,1,0,0,16.97208732348499
2018-08-16,19.25,14,0,0,0,1,0,0,0,15.08962723153817
2018-08-15,19.6,14,0,0,1,0,0,0,0,15.560217119358686
2018-08-14,18.7,20,0,1,0,0,0,0,0,15.194239947852402
2018-08-13,14.6,16,1,0,0,0,0,0,0,14.319414138986883
2018-08-12,13.89,9,0,0,0,0,0,0,1,8.430885094829968
2018-08-11,20.05,18,0,0,0,0,0,1,0,10.607359146062846
2018-08-10,26.15,21,0,0,0,0,1,0,0,15.624615005730695
2018-08-09,23.5,13,0,0,0,1,0,0,0,14.158447174553496
2018-08-08,20.75,16,0,0,1,0,0,0,0,15.308250750998127
2018-08-07,21.65,8,0,1,0,0,0,0,0,14.547891437710097
2018-08-06,19.6,9,1,0,0,0,0,0,0,13.223908189593146
2018-08-05,17.45,10,0,0,0,0,0,0,1,7.6508848588616285
2018-08-04,15.39,8,0,0,0,0,0,1,0,11.628370690897807
2018-08-03,18.45,19,0,0,0,0,1,0,0,17.311694167797047
2018-08-02,18.3,17,0,0,0,1,0,0,0,15.29777336192298
2018-08-01,21.85,16,0,0,1,0,0,0,0,15.067239442131505
2018-07-31,19.14,21,0,1,0,0,0,0,0,15.097835424305753
2018-07-30,22.15,20,1,0,0,0,0,0,0,12.665200155402342
2018-07-29,20.0,9,0,0,0,0,0,0,1,7.092176824670823
2018-07-28,17.55,15,0,0,0,0,0,1,0,11.155112120759714
2018-07-27,16.1,17,0,0,0,0,1,0,0,17.826581964012103
2018-07-26,18.05,15,0,0,0,1,0,0,0,15.352548659392667
2018-07-25,16.0,21,0,0,1,0,0,0,0,16.348981402922178
2018-07-24,13.55,28,0,1,0,0,0,0,0,16.32261107572795
2018-07-23,15.85,14,1,0,0,0,0,0,0,14.04553765163845
2018-07-22,16.7,8,0,0,0,0,0,0,1,7.815210751270689
2018-07-21,16.8,13,0,0,0,0,0,1,0,11.319438013168774
2018-07-20,20.3,25,0,0,0,0,1,0,0,16.906356966521365
2018-07-19,19.45,25,0,0,0,1,0,0,0,15.045806993562422
2018-07-18,20.2,18,0,0,1,0,0,0,0,15.42875640543144
2018-07-17,22.15,12,0,1,0,0,0,0,0,14.438340842770724
2018-07-16,21.1,22,1,0,0,0,0,0,0,12.895256404775026
2018-07-15,17.39,9,0,0,0,0,0,0,1,7.664030930254353
2018-07-14,14.6,15,0,0,0,0,0,1,0,11.801460630902017
2018-07-13,21.4,22,0,0,0,0,1,0,0,16.665345657654743
2018-07-12,18.8,19,0,0,0,1,0,0,0,15.188222766983607
2018-07-11,19.7,17,0,0,1,0,0,0,0,15.538307000370812
2018-07-10,15.8,17,0,1,0,0,0,0,0,15.829633398500768
2018-07-09,19.45,20,1,0,0,0,0,0,0,13.25677336807496
2018-07-08,16.5,7,0,0,0,0,0,0,1,7.859030989246438
2018-07-07,19.2,11,0,0,0,0,0,1,0,10.79359515745978
2018-07-06,23.25,18,0,0,0,0,1,0,0,16.26000845637906
2018-07-05,17.39,18,0,0,0,1,0,0,0,15.497155444712641
2018-07-04,14.5,18,0,0,1,0,0,0,0,16.677633187740298
2018-07-03,11.85,18,0,1,0,0,0,0,0,16.69508309852182
2018-07-02,11.45,6,1,0,0,0,0,0,0,15.009582887104937
2018-07-01,14.75,9,0,0,0,0,0,0,1,8.242458071534246
2018-06-30,14.15,20,0,0,0,0,0,1,0,11.900056166347454
2018-06-29,14.35,21,0,0,0,0,1,0,0,18.21000904629991
2018-06-28,14.25,16,0,0,0,1,0,0,0,16.185133180931906
2018-06-27,14.95,19,0,0,1,0,0,0,0,16.57903765229486
2018-06-26,15.25,19,0,1,0,0,0,0,0,15.95013905293408
2018-06-25,19.95,9,1,0,0,0,0,0,0,13.147222773135585
2018-06-24,18.45,12,0,0,0,0,0,0,1,7.431783668982882
2018-06-23,16.75,16,0,0,0,0,0,1,0,11.33039307266271
2018-06-22,17.8,29,0,0,0,0,1,0,0,17.45410994121823
2018-06-21,18.95,19,0,0,0,1,0,0,0,15.155357588501795
2018-06-20,19.35,23,0,0,1,0,0,0,0,15.614992416828374
2018-06-19,17.55,21,0,1,0,0,0,0,0,15.446206316212962
2018-06-18,15.1,12,1,0,0,0,0,0,0,14.20986354404751
2018-06-17,13.6,18,0,0,0,0,0,0,1,8.494424439894805
2018-06-16,12.89,16,0,0,0,0,0,1,0,12.176123665594675
2018-06-15,11.55,15,0,0,0,0,1,0,0,18.823492377960402
2018-06-14,11.25,12,0,0,0,1,0,0,0,16.842436750568147
2018-06-13,16.64,16,0,0,1,0,0,0,0,16.208756641399777
2018-06-12,14.55,19,0,1,0,0,0,0,0,16.103509885849203
2018-06-11,11.2,19,1,0,0,0,0,0,0,15.064358184574624
2018-06-10,9.35,16,0,0,0,0,0,0,1,9.425604496879481
2018-06-09,19.6,17,0,0,0,0,0,1,0,10.705954681508281
2018-06-08,20.1,15,0,0,0,0,1,0,0,16.950177204497113
2018-06-07,17.55,22,0,0,0,1,0,0,0,15.462099254332042
2018-06-06,15.35,19,0,0,1,0,0,0,0,16.491397176343362
2018-06-05,11.8,22,0,1,0,0,0,0,0,16.706038158015758
2018-06-04,13.75,19,1,0,0,0,0,0,0,14.505650150383818
2018-06-03,14.6,7,0,0,0,0,0,0,1,8.275323250016058
2018-06-02,12.1,12,0,0,0,0,0,1,0,12.349213605598885
2018-06-01,11.0,17,0,0,0,0,1,0,0,18.943998032393715
2018-05-31,6.9,15,0,0,0,1,0,0,0,17.7955269265407
2018-05-30,11.2,11,0,0,1,0,0,0,0,17.400667114340163
2018-05-29,13.05,9,0,1,0,0,0,0,0,16.432161670667323
2018-05-28,20.0,15,1,0,0,0,0,0,0,13.136267713641647
2018-05-27,16.85,10,0,0,0,0,0,0,1,7.782345572788877
2018-05-26,18.04,9,0,0,0,0,0,1,0,11.047752537719127
2018-05-25,18.3,13,0,0,0,0,1,0,0,17.34455934627886
2018-05-24,19.8,9,0,0,0,1,0,0,0,14.96912157710486
2018-05-23,18.45,12,0,0,1,0,0,0,0,15.812183487719246
2018-05-22,18.14,18,0,1,0,0,0,0,0,15.3169366141845
2018-05-21,16.29,3,1,0,0,0,0,0,0,13.9491331280918
2018-05-20,14.3,4,0,0,0,0,0,0,1,8.341053606979683
2018-05-19,9.9,7,0,0,0,0,0,1,0,12.83123622333213
2018-05-18,10.05,12,0,0,0,0,1,0,0,19.152144162778523
2018-05-17,9.3,25,0,0,0,1,0,0,0,17.269684070831705
2018-05-16,18.95,22,0,0,1,0,0,0,0,15.702632892779873
2018-05-15,19.85,14,0,1,0,0,0,0,0,14.942273579491841
2018-05-14,18.39,20,1,0,0,0,0,0,0,13.489020629346431
2018-05-13,15.39,9,0,0,0,0,0,0,1,8.102233310011847
2018-05-12,12.8,12,0,0,0,0,0,1,0,12.195842772683763
2018-05-11,9.85,19,0,0,0,0,1,0,0,19.195964400754274
2018-05-10,6.25,20,0,0,0,1,0,0,0,17.937942699961884
2018-05-09,9.4,15,0,0,1,0,0,0,0,17.79504925612191
2018-05-08,17.7,11,0,1,0,0,0,0,0,15.413341137731148
2018-05-07,16.64,15,1,0,0,0,0,0,0,13.872447711634239
2018-05-06,13.95,7,0,0,0,0,0,0,1,8.417739023437244
2018-05-05,13.55,9,0,0,0,0,0,1,0,12.031516880274703
2018-05-04,14.45,11,0,0,0,0,1,0,0,18.188098927312037
2018-05-03,13.05,10,0,0,0,1,0,0,0,16.448054608786403
2018-05-02,9.9,12,0,0,1,0,0,0,0,17.685498661182535
2018-05-01,9.35,13,0,1,0,0,0,0,0,17.242836073218687
2018-04-30,8.15,17,1,0,0,0,0,0,0,15.732616813704801
2018-04-29,10.25,9,0,0,0,0,0,0,1,9.228413425988608
2018-04-28,14.9,15,0,0,0,0,0,1,0,11.735730273938394
2018-04-27,12.9,9,0,0,0,0,1,0,0,18.527705771624095
2018-04-26,11.65,13,0,0,0,1,0,0,0,16.75479627461665
2018-04-25,9.8,19,0,0,1,0,0,0,0,17.70740878017041
2018-04-24,9.75,17,0,1,0,0,0,0,0,17.155195597267188
2018-04-23,6.25,13,1,0,0,0,0,0,0,16.14890907447442
2018-04-22,6.5,10,0,0,0,0,0,0,1,10.05004288803391
2018-04-21,8.25,5,0,0,0,0,0,1,0,13.192753186632062
2018-04-20,6.2,17,0,0,0,0,1,0,0,19.9956837438117
2018-04-19,2.95,7,0,0,0,1,0,0,0,18.66097662656175
2018-04-18,2.49,15,0,0,1,0,0,0,0,19.30903847818405
2018-04-17,0.2,11,0,1,0,0,0,0,0,19.247611960609227
2018-04-16,0.0,14,1,0,0,0,0,0,0,17.518291511216592
2018-04-15,3.4,10,0,0,0,0,0,0,1,10.729256576658027
2018-04-14,3.9,15,0,0,0,0,0,1,0,14.145843362604612
2018-04-13,1.95,33,0,0,0,0,1,0,0,20.926863800796376
2018-04-12,-2.75,33,0,0,0,1,0,0,0,19.90985340887061
2018-04-11,1.85,14,0,0,1,0,0,0,0,19.44926323970645
2018-04-10,2.9,17,0,1,0,0,0,0,0,18.65603874793661
2018-04-09,0.55,14,1,0,0,0,0,0,0,17.39778585678328
2018-04-08,-6.9,26,0,0,0,0,0,0,1,12.985998832409123
2018-04-07,-11.45,17,0,0,0,0,0,1,0,17.509046627243382
2018-04-06,-12.7,22,0,0,0,0,1,0,0,24.136696232520023
2018-04-05,-9.6,12,0,0,0,1,0,0,0,21.41069655954003
2018-04-04,-5.45,10,0,0,1,0,0,0,0,21.048701925821305
2018-04-03,-9.44,17,0,1,0,0,0,0,0,21.359747431040347
2018-04-02,-8.25,9,1,0,0,0,0,0,0,19.325876327716255
2018-04-01,-10.9,7,0,0,0,0,0,0,1,13.862403591924112
2018-03-31,-14.65,10,0,0,0,0,0,1,0,18.210170434855375
2018-03-30,-10.3,9,0,0,0,0,1,0,0,23.61085337681103
2018-03-29,-5.0,29,0,0,0,1,0,0,0,20.40283108609779
2018-03-28,0.0,17,0,0,1,0,0,0,0,19.854600440982132
2018-03-27,4.59,10,0,1,0,0,0,0,0,18.285757737041525
2018-03-26,0.94,10,1,0,0,0,0,0,0,17.31233639273057
2018-03-25,-2.1,11,0,0,0,0,0,0,1,11.934313120991137
2018-03-24,-1.95,11,0,0,0,0,0,1,0,15.427585323395284
2018-03-23,-0.64,24,0,0,0,0,1,0,0,21.49433588258233
2018-03-22,-3.95,15,0,0,0,1,0,0,0,20.172774836725107
2018-03-21,0.4,21,0,0,1,0,0,0,0,19.766959965030633
2018-03-20,0.99,18,0,1,0,0,0,0,0,19.074522020605016
2018-03-19,-1.54,16,1,0,0,0,0,0,0,17.855707343629863
2018-03-18,-1.9,13,0,0,0,0,0,0,1,11.890492883015387
2018-03-17,-1.1,9,0,0,0,0,0,1,0,15.241349311998349
2018-03-16,-4.09,26,0,0,0,0,1,0,0,22.250234987664008
2018-03-15,-4.2,50,0,0,0,1,0,0,0,20.227550134194793
2018-03-14,-2.9,20,0,0,1,0,0,0,0,20.489993891630498
2018-03-13,-0.85,29,0,1,0,0,0,0,0,19.47766820998191
2018-03-12,-2.55,28,1,0,0,0,0,0,0,18.076999545407396
2018-03-11,-4.0,14,0,0,0,0,0,0,1,12.350605381760756
2018-03-10,-5.05,9,0,0,0,0,0,1,0,16.1067990120194
2018-03-09,-1.25,19,0,0,0,0,1,0,0,21.627987608408368
2018-03-08,-12.55,18,0,0,0,1,0,0,0,22.05704506968233
2018-03-07,-12.0,22,0,0,1,0,0,0,0,22.4838147195271
2018-03-06,-13.6,12,0,1,0,0,0,0,0,22.271208380935935
2018-03-05,-15.95,20,1,0,0,0,0,0,0,21.01295548978261
2018-03-04,-14.64,15,0,0,0,0,0,0,1,14.681842042070627
2018-03-03,-11.0,15,0,0,0,0,0,1,0,17.410451091797945
2018-03-02,-8.94,36,0,0,0,0,1,0,0,23.312875758575935
2018-03-01,-9.0,16,0,0,0,1,0,0,0,21.27923584561278
2018-02-28,-5.05,20,0,0,1,0,0,0,0,20.961061449869806
2018-02-27,-3.8,13,0,1,0,0,0,0,0,20.124016720124214
2018-02-26,-7.15,21,1,0,0,0,0,0,0,19.084865018849634
2018-02-25,-4.3,16,0,0,0,0,0,0,1,12.416335738724381
2018-02-24,-3.0,13,0,0,0,0,0,1,0,15.657641572767968
2018-02-23,-10.1,35,0,0,0,0,1,0,0,23.56703313883528
2018-02-22,-11.45,18,0,0,0,1,0,0,0,21.81603376081571
2018-02-21,-15.1,23,0,0,1,0,0,0,0,23.163028408151217
2018-02-20,-14.89,18,0,1,0,0,0,0,0,22.55384891587952
2018-02-19,-17.35,9,1,0,0,0,0,0,0,21.319697155612857
2018-02-18,-17.14,17,0,0,0,0,0,0,1,15.229595016767496
2018-02-17,-11.6,40,0,0,0,0,0,1,0,17.541911805725196
2018-02-16,-5.09,17,0,0,0,0,1,0,0,22.469336177542758
2018-02-15,-10.5,15,0,0,0,1,0,0,0,21.607887630430902
2018-02-14,-4.9,6,0,0,1,0,0,0,0,20.928196271387993
2018-02-13,5.8,11,0,1,0,0,0,0,0,18.02064529728824
2018-02-12,-13.15,56,1,0,0,0,0,0,0,20.39947215812212
2018-02-11,-14.85,28,0,0,0,0,0,0,1,14.727853291945163
2018-02-10,-12.55,16,0,0,0,0,0,1,0,17.750057936110004
2018-02-09,-21.0,43,0,0,0,0,1,0,0,25.955236108513624
2018-02-08,-21.3,44,0,0,0,1,0,0,0,23.97418048112137
2018-02-07,-12.0,28,0,0,1,0,0,0,0,22.4838147195271
2018-02-06,-15.55,32,0,1,0,0,0,0,0,22.698455701199492
2018-02-05,-16.14,42,1,0,0,0,0,0,0,21.054584715859573
2018-02-04,-16.35,26,0,0,0,0,0,0,1,15.056505076763285
2018-02-03,-22.04,56,0,0,0,0,0,1,0,19.829328228059314
2018-02-02,-19.39,28,0,0,0,0,1,0,0,25.60248319280884
2018-02-01,-15.9,19,0,0,0,1,0,0,0,22.791034055776137
2018-01-31,-11.7,13,0,0,1,0,0,0,0,22.418084362563473
2018-01-30,0.75,17,0,1,0,0,0,0,0,19.127106306175914
2018-01-29,-4.6,16,1,0,0,0,0,0,0,18.52615698465883
2018-01-28,-16.95,22,0,0,0,0,0,0,1,15.187965790690532
2018-01-27,-16.0,30,0,0,0,0,0,1,0,18.50595704119168
2018-01-26,-11.15,22,0,0,0,0,1,0,0,23.797089388207965
2018-01-25,-9.15,17,0,0,0,1,0,0,0,21.31210102409459
2018-01-24,-0.64,14,0,0,1,0,0,0,0,19.99482520250453
2018-01-23,-4.3,18,0,1,0,0,0,0,0,20.23356731506359
2018-01-22,-1.4,10,1,0,0,0,0,0,0,17.825033177046837
2018-01-21,-1.9,10,0,0,0,0,0,0,1,11.890492883015387
2018-01-20,-0.75,18,0,0,0,0,0,1,0,15.164663895540787
2018-01-19,-1.7,18,0,0,0,0,1,0,0,21.726583143853805
2018-01-18,2.2,17,0,0,0,1,0,0,0,18.825302518970812
2018-01-17,1.3,14,0,0,1,0,0,0,0,19.56976889413976
2018-01-16,-0.54,21,0,1,0,0,0,0,0,19.4097468411195
2018-01-15,-7.85,22,1,0,0,0,0,0,0,19.238235851764756
2018-01-14,-3.0,13,0,0,0,0,0,0,1,12.131504191882009
2018-01-13,-6.45,21,0,0,0,0,0,1,0,16.413540677849646
2018-01-12,-20.9,35,0,0,0,0,1,0,0,25.93332598952575
2018-01-11,-25.45,46,0,0,0,1,0,0,0,24.883450419118173
2018-01-10,-21.35,30,0,0,1,0,0,0,0,24.532410844893384
2018-01-09,-9.25,14,0,1,0,0,0,0,0,21.318118204963387
2018-01-08,1.1,10,1,0,0,0,0,0,0,17.27728020234997
2018-01-07,-1.0,6,0,0,0,0,0,0,1,11.693301812124515
2018-01-06,3.84,10,0,0,0,0,0,1,0,14.158989433997338
2018-01-05,-1.3,20,0,0,0,0,1,0,0,21.638942667902306
2018-01-04,-4.89,22,0,0,0,1,0,0,0,20.378729955211128
2018-01-03,-2.45,26,0,0,1,0,0,0,0,20.391398356185064
2018-01-02,-4.45,30,0,1,0,0,0,0,0,20.2664324935454
2018-01-01,-15.75,12,1,0,0,0,0,0,0,20.96913525180686
2017-12-31,-28.15,31,0,0,0,0,0,0,1,17.6418991173325
2017-12-30,-26.95,26,0,0,0,0,0,1,0,20.905115070363966
2017-12-29,-23.35,50,0,0,0,0,1,0,0,26.47012390472868
2017-12-28,-22.29,31,0,0,0,1,0,0,0,24.19109065910133
2017-12-27,-21.95,18,0,0,1,0,0,0,0,24.663871558820635
2017-12-26,-25.15,25,0,1,0,0,0,0,0,24.801827124035466
2017-12-25,-22.5,5,1,0,0,0,0,0,0,22.448068283488404
2017-12-24,-14.95,17,0,0,0,0,0,0,1,14.749763410933038
2017-12-23,-10.7,19,0,0,0,0,0,1,0,17.344720734834322
2017-12-22,-13.3,22,0,0,0,0,1,0,0,24.26815694644727
2017-12-21,-9.69,30,0,0,0,1,0,0,0,21.430415666629116
2017-12-20,-12.89,34,0,0,1,0,0,0,0,22.678814778519182
2017-12-19,-8.4,53,0,1,0,0,0,0,0,21.13188219356645
2017-12-18,-3.55,11,1,0,0,0,0,0,0,18.296100735286146
2017-12-17,-0.25,9,0,0,0,0,0,0,1,11.528975919715455
2017-12-16,-2.0,31,0,0,0,0,0,1,0,15.438540382889222
2017-12-15,3.9,29,0,0,0,0,1,0,0,20.49961648053282
2017-12-14,-0.14,23,0,0,0,1,0,0,0,19.33799930328708
2017-12-13,1.8,15,0,0,1,0,0,0,0,19.46021829920039
2017-12-12,5.8,10,0,1,0,0,0,0,0,18.02064529728824
2017-12-11,1.04,20,1,0,0,0,0,0,0,17.290426273742696
2017-12-10,6.35,8,0,0,0,0,0,0,1,10.082908066515722
2017-12-09,8.94,17,0,0,0,0,0,1,0,13.041573365615728
2017-12-08,5.0,27,0,0,0,0,1,0,0,20.258605171666197
2017-12-07,5.3,22,0,0,0,1,0,0,0,18.146088830346695
2017-12-06,-0.64,22,0,0,1,0,0,0,0,19.99482520250453
2017-12-05,1.5,20,0,1,0,0,0,0,0,18.962780413766854
2017-12-04,-3.5,20,1,0,0,0,0,0,0,18.285145675792208
2017-12-03,-5.6,4,0,0,0,0,0,0,1,12.701167285566752
2017-12-02,-1.55,21,0,0,0,0,0,1,0,15.339944847443785
2017-12-01,1.2,18,0,0,0,0,1,0,0,21.091189693205436
2017-11-30,4.0,14,0,0,0,1,0,0,0,18.430920377189064
2017-11-29,4.3,26,0,0,1,0,0,0,0,18.91246532450352
2017-11-28,0.75,14,0,1,0,0,0,0,0,19.127106306175914
2017-11-27,3.2,14,1,0,0,0,0,0,0,16.8171677036046
2017-11-26,4.9,3,0,0,0,0,0,0,1,10.400604791839907
2017-11-25,4.45,12,0,0,0,0,0,1,0,14.025337708171302
2017-11-24,4.4,33,0,0,0,0,1,0,0,20.390065885593444
2017-11-23,6.1,17,0,0,0,1,0,0,0,17.970807878443697
2017-11-22,1.7,29,0,0,1,0,0,0,0,19.48212841818826
2017-11-21,-9.69,19,0,1,0,0,0,0,0,21.414522728510036
2017-11-20,-3.05,25,1,0,0,0,0,0,0,18.18655014034677
2017-11-19,3.2,10,0,0,0,0,0,0,1,10.773076814633777
2017-11-18,-5.09,15,0,0,0,0,0,1,0,16.11556305961455
2017-11-17,-15.2,26,0,0,0,0,1,0,0,24.68444920721689
2017-11-16,-11.1,39,0,0,0,1,0,0,0,21.73934834435815
2017-11-15,-7.3,33,0,0,1,0,0,0,0,21.454039127096987
2017-11-14,-4.8,16,0,1,0,0,0,0,0,20.34311791000296
2017-11-13,0.5,10,1,0,0,0,0,0,0,17.408740916277218
2017-11-12,0.0,11,0,0,0,0,0,0,1,11.474200622245768
2017-11-11,-0.14,12,0,0,0,0,0,1,0,15.031012169714751
2017-11-10,-1.9,23,0,0,0,0,1,0,0,21.770403381829553
2017-11-09,-10.15,21,0,0,0,1,0,0,0,21.53120221397334
2017-11-08,-8.6,24,0,0,1,0,0,0,0,21.73887067393936
2017-11-07,-10.35,26,0,1,0,0,0,0,0,21.55912951383001
2017-11-06,-13.05,20,1,0,0,0,0,0,0,20.377562039134244
2017-11-05,-11.35,13,0,0,0,0,0,0,1,13.960999127369549
2017-11-04,-15.39,15,0,0,0,0,0,1,0,18.372305315365647
2017-11-03,-14.55,51,0,0,0,0,1,0,0,24.542033433795705
2017-11-02,-9.25,40,0,0,0,1,0,0,0,21.334011143082467
2017-11-01,-1.45,22,0,0,1,0,0,0,0,20.172297166306315
2017-10-31,1.5,14,0,1,0,0,0,0,0,18.962780413766854
2017-10-30,1.04,19,1,0,0,0,0,0,0,17.290426273742696
2017-10-29,2.4,6,0,0,0,0,0,0,1,10.948357766536775
2017-10-28,14.15,10,0,0,0,0,0,1,0,11.900056166347454
2017-10-27,7.9,30,0,0,0,0,1,0,0,19.62321172101783
2017-10-26,0.1,25,0,0,0,1,0,0,0,19.28541501771618
2017-10-25,13.25,15,0,0,1,0,0,0,0,16.951509675088733
2017-10-24,11.35,18,0,1,0,0,0,0,0,16.804633693461195
2017-10-23,7.25,17,1,0,0,0,0,0,0,15.929807884595675
2017-10-22,5.95,12,0,0,0,0,0,0,1,10.170548542467222
2017-10-21,3.09,26,0,0,0,0,0,1,0,14.323315326406398
2017-10-20,5.05,19,0,0,0,0,1,0,0,20.24765011217226
2017-10-19,9.19,21,0,0,0,1,0,0,0,17.293785201718368
2017-10-18,5.35,22,0,0,1,0,0,0,0,18.682409075130835
2017-10-17,10.35,35,0,1,0,0,0,0,0,17.02373488333994
2017-10-16,12.85,22,1,0,0,0,0,0,0,14.70284122127469
2017-10-15,8.9,17,0,0,0,0,0,0,1,9.524200032324917
2017-10-14,2.24,16,0,0,0,0,0,1,0,14.509551337803334
2017-10-13,-0.84,19,0,0,0,0,1,0,0,21.53815612055808
2017-10-12,0.25,23,0,0,0,1,0,0,0,19.25254983923437
2017-10-11,1.0,9,0,0,1,0,0,0,0,19.635499251103386
2017-10-10,5.94,19,0,1,0,0,0,0,0,17.989971130705214
2017-10-09,4.95,8,1,0,0,0,0,0,0,16.433740621316794
2017-10-08,4.15,14,0,0,0,0,0,0,1,10.564930684248967
2017-10-07,7.4,22,0,0,0,0,0,1,0,13.378989198028998
2017-10-06,11.95,18,0,0,0,0,1,0,0,18.735851902008903
2017-10-05,8.54,19,0,0,0,1,0,0,0,17.436200975139553
2017-10-04,5.6,16,0,0,1,0,0,0,0,18.62763377766115
2017-10-03,1.4,22,0,1,0,0,0,0,0,18.98469053275473
2017-10-02,1.0,34,1,0,0,0,0,0,0,17.299190321337846
2017-10-01,7.4,5,0,0,0,0,0,0,1,9.852851817143039
2017-09-30,10.65,13,0,0,0,0,0,1,0,12.66691033092307
2017-09-29,14.45,32,0,0,0,0,1,0,0,18.188098927312037
2017-09-28,14.0,27,0,0,0,1,0,0,0,16.239908478401595
2017-09-27,13.64,27,0,0,1,0,0,0,0,16.86606021103602
2017-09-26,14.55,15,0,1,0,0,0,0,0,16.103509885849203
2017-09-25,12.3,16,1,0,0,0,0,0,0,14.823346875708001
2017-09-24,9.05,10,0,0,0,0,0,0,1,9.491334853843105
2017-09-23,6.3,12,0,0,0,0,0,1,0,13.62000050689562
2017-09-22,3.9,23,0,0,0,0,1,0,0,20.49961648053282
2017-09-21,2.54,16,0,0,0,1,0,0,0,18.750808114412038
2017-09-20,4.69,11,0,0,1,0,0,0,0,18.827015860450807
2017-09-19,7.65,21,0,1,0,0,0,0,0,17.61530809601256
2017-09-18,11.3,16,1,0,0,0,0,0,0,15.042448065586749
2017-09-17,9.05,12,0,0,0,0,0,0,1,9.491334853843105
2017-09-16,7.3,14,0,0,0,0,0,1,0,13.400899317016872
2017-09-15,4.9,17,0,0,0,0,1,0,0,20.280515290654073
2017-09-14,6.3,15,0,0,0,1,0,0,0,17.926987640467946
2017-09-13,6.44,21,0,0,1,0,0,0,0,18.443588778163
2017-09-12,13.8,20,0,1,0,0,0,0,0,16.267835778258263
2017-09-11,18.64,27,1,0,0,0,0,0,0,13.434245331876744
2017-09-10,15.85,16,0,0,0,0,0,0,1,8.001446762667625
2017-09-09,17.8,14,0,0,0,0,0,1,0,11.100336823290027
2017-09-08,19.0,22,0,0,0,0,1,0,0,17.191188513363738
2017-09-07,19.95,19,0,0,0,1,0,0,0,14.936256398623048
2017-09-06,19.0,18,0,0,1,0,0,0,0,15.691677833285935
2017-09-05,16.64,21,0,1,0,0,0,0,0,15.645588399002621
2017-09-04,15.89,8,1,0,0,0,0,0,0,14.036773604043299
2017-09-03,15.95,13,0,0,0,0,0,0,1,7.97953664367975
2017-09-02,20.25,9,0,0,0,0,0,1,0,10.563538908087097
2017-09-01,18.2,25,0,0,0,0,1,0,0,17.366469465266736
2017-08-31,20.3,19,0,0,0,1,0,0,0,14.859570982165486
2017-08-30,21.8,14,0,0,1,0,0,0,0,15.078194501625443
2017-08-29,17.7,13,0,1,0,0,0,0,0,15.413341137731148
2017-08-28,20.35,21,1,0,0,0,0,0,0,13.059582297184086
